ticker,name,raw_composite,sector,industry,cap_bucket,price,ret_5d,ret_1m,ret_3m,ret_6m,ret_12m,asof_date
AMBA,"Ambarella, Inc.",55.3000,Technology,Semiconductor Equipment & Materials,Mid,66.2100,0.0147,0.0249,-0.2540,-0.0116,-0.1328,2026-02-13
GFF,Griffon Corporation,55.3000,Industrials,Building Products & Equipment,Mid,93.6000,-0.0129,0.0986,0.3270,0.2893,0.2384,2026-02-13
FAST,Fastenal Company,55.1000,Industrials,Industrial Distribution,Large,46.4100,-0.0024,0.0721,0.1452,-0.0403,0.2671,2026-02-13
BALL,Ball Corporation,55.0000,Consumer Cyclical,Packaging & Containers,Large,67.2900,0.0096,0.2040,0.4093,0.2594,0.3852,2026-02-13
DRH,Diamondrock Hospitality Company,54.4000,Real Estate,REIT - Hotel & Motel,Mid,9.8700,0.0357,0.0613,0.1149,0.2785,0.2074,2026-02-13
BRC,Brady Corporation,54.3000,Industrials,Security & Protection Services,Mid,96.3300,0.0376,0.1468,0.2840,0.3405,0.3255,2026-02-13
FBK,FB Financial Corporation,54.3000,Financial Services,Banks - Regional,Mid,59.0000,-0.0344,-0.0234,0.0843,0.1799,0.1465,2026-02-13
EIX,Edison International,54.1000,Utilities,Utilities - Regulated Electric,Large,71.4600,0.1202,0.1616,0.2274,0.3266,0.4742,2026-02-13
GILD,"Gilead Sciences, Inc.",53.7000,Healthcare,Drug Manufacturers - General,Large,154.9800,0.0218,0.2781,0.2460,0.3271,0.5035,2026-02-13
CRH,CRH PLC,53.6000,Basic Materials,Building Materials,Large,125.9700,-0.0069,0.0278,0.1332,0.1365,0.1921,2026-02-13
FOXA,Fox Corporation,53.4000,Communication Services,Entertainment,Large,56.3500,-0.1034,-0.2233,-0.1389,-0.0300,0.0258,2026-02-13
ANF,Abercrombie & Fitch Company,53.4000,Consumer Cyclical,Apparel Retail,Mid,93.7000,0.0098,-0.1293,0.3083,-0.0013,-0.1490,2026-02-13
AXP,American Express Company,53.4000,Financial Services,Credit Services,Mega,337.5000,-0.0616,-0.0556,-0.0726,0.1101,0.1092,2026-02-13
BOKF,BOK Financial Corporation,53.4000,Financial Services,Banks - Regional,Mid,134.2200,-0.0158,0.0511,0.2461,0.2942,0.2334,2026-02-13
CNM,"Core & Main, Inc.",53.3000,Industrials,Industrial Distribution,Large,58.1800,0.0257,0.0055,0.2088,-0.0926,0.0766,2026-02-13
DTM,"DT Midstream, Inc.",53.2000,Energy,Oil & Gas Midstream,Large,133.2100,0.0180,0.1383,0.1838,0.3069,0.3540,2026-02-13
CVS,CVS Health Corporation,53.2000,Healthcare,Healthcare Plans,Large,78.4800,0.0358,-0.0275,-0.0014,0.1629,0.2276,2026-02-13
BLK,"BlackRock, Inc.",52.8000,Financial Services,Asset Management,Large,1071.5100,-0.0078,-0.0736,0.0066,-0.0469,0.1154,2026-02-13
CRK,"Comstock Resources, Inc.",52.8000,Energy,Oil & Gas E&P,Mid,19.0200,-0.0882,-0.0878,-0.2401,0.1932,0.0468,2026-02-13
ES,Eversource Energy (D/B/A),52.7000,Utilities,Utilities - Regulated Electric,Large,73.3600,0.0847,0.0527,0.0067,0.1449,0.2300,2026-02-13
CRWD,"CrowdStrike Holdings, Inc.",52.7000,Technology,Software - Infrastructure,Large,429.6400,0.0529,-0.0557,-0.1890,0.0041,-0.0532,2026-02-13
COLB,"Columbia Banking System, Inc.",52.4000,Financial Services,Banks - Regional,Mid,31.4900,-0.0287,0.0766,0.1874,0.2611,0.2115,2026-02-13
BAC,Bank of America Corporation,52.4000,Financial Services,Banks - Diversified,Mega,52.5500,-0.0684,-0.0008,-0.0009,0.1316,0.1605,2026-02-13
ARR,"ARMOUR Residential REIT, Inc.",52.4000,Real Estate,REIT - Mortgage,Mid,18.3000,0.0463,-0.0276,0.1527,0.3069,0.1337,2026-02-13
ALG,"Alamo Group, Inc.",52.0000,Industrials,Farm & Heavy Construction Machinery,Mid,210.8400,0.0122,0.0941,0.2750,-0.0482,0.1458,2026-02-13
CSX,CSX Corporation,52.0000,Industrials,Railroads,Large,40.8700,0.0037,0.1259,0.1761,0.1339,0.2545,2026-02-13
EXEL,"Exelixis, Inc.",52.0000,Healthcare,Biotechnology,Large,43.9200,-0.0007,-0.0335,0.0371,0.1464,0.2734,2026-02-13
ACLX,"Arcellx, Inc.",51.9000,Healthcare,Biotechnology,Mid,68.5000,-0.0044,0.0026,-0.2164,-0.0753,0.0752,2026-02-13
DDOG,"Datadog, Inc.",51.8000,Technology,Software - Application,Large,125.2000,0.0981,0.0359,-0.3268,-0.0161,-0.0787,2026-02-13
BBWI,"Bath & Body Works, Inc.",51.8000,Consumer Cyclical,Specialty Retail,Mid,24.0700,0.0415,0.0286,0.1086,-0.1442,-0.3178,2026-02-13
CTVA,"Corteva, Inc.",51.5000,Basic Materials,Agricultural Inputs,Large,75.0300,0.0192,0.0643,0.1364,0.0509,0.2059,2026-02-13
AAL,"American Airlines Group, Inc.",51.2000,Industrials,Airlines,Mid,13.8800,-0.0740,-0.1165,0.0620,0.0539,-0.1182,2026-02-13
ALSN,"Allison Transmission Holdings, ",51.2000,Consumer Cyclical,Auto Parts,Mid,117.7900,0.0245,0.0559,0.4360,0.3626,0.1729,2026-02-13
CSL,Carlisle Companies Incorporated,51.0000,Industrials,Building Products & Equipment,Large,409.0400,0.0182,0.1171,0.2992,0.0793,0.1476,2026-02-13
GNW,Genworth Financial Inc,50.9000,Financial Services,Insurance - Life,Mid,8.9200,0.0045,0.0747,0.0544,0.0708,0.2270,2026-02-13
GPC,Genuine Parts Company,50.9000,Consumer Cyclical,Auto Parts,Large,147.1600,0.0078,0.0808,0.1613,0.0843,0.2183,2026-02-13
FOX,Fox Corporation,50.9000,Communication Services,Entertainment,Large,51.5600,-0.0915,-0.2143,-0.1254,-0.0294,-0.0016,2026-02-13
AFRM,"Affirm Holdings, Inc.",50.6000,Financial Services,Credit Services,Large,49.8100,-0.1405,-0.3064,-0.3193,-0.3673,-0.3717,2026-02-13
CF,"CF Industries Holdings, Inc.",50.6000,Basic Materials,Agricultural Inputs,Large,94.6600,0.0024,0.0989,0.1352,0.1145,0.1964,2026-02-13
BNL,"Broadstone Net Lease, Inc.",50.5000,Real Estate,REIT - Diversified,Mid,19.6400,0.0150,0.0593,0.0979,0.2098,0.3464,2026-02-13
AAPL,Apple Inc.,50.5000,Technology,Consumer Electronics,Mega,255.7800,-0.0686,-0.0085,-0.0620,0.1066,0.0636,2026-02-13
EBC,"Eastern Bankshares, Inc.",50.5000,Financial Services,Banks - Regional,Mid,21.6100,-0.0164,0.1048,0.2493,0.3905,0.2059,2026-02-13
CCK,"Crown Holdings, Inc.",50.3000,Consumer Cyclical,Packaging & Containers,Large,110.7900,0.0045,0.0574,0.0973,0.1046,0.2665,2026-02-13
DNLI,Denali Therapeutics Inc.,50.3000,Healthcare,Biotechnology,Mid,18.7700,-0.0993,-0.0005,0.0945,0.2769,-0.1192,2026-02-13
AME,"AMETEK, Inc.",50.2000,Industrials,Specialty Industrial Machinery,Large,229.7600,-0.0156,0.0686,0.1853,0.2709,0.2542,2026-02-13
CDNS,"Cadence Design Systems, Inc.",50.2000,Technology,Software - Application,Large,299.4600,0.0291,-0.0659,-0.0523,-0.1441,0.0111,2026-02-13
AVNT,Avient Corporation,50.1000,Basic Materials,Specialty Chemicals,Mid,42.7500,0.0959,0.1875,0.4304,0.2253,0.0262,2026-02-13
CBRE,CBRE Group Inc,50.1000,Real Estate,Real Estate Services,Large,142.3100,-0.1677,-0.1669,-0.0709,-0.1046,-0.0057,2026-02-13
CSGS,"CSG Systems International, Inc.",50.1000,Technology,Software - Infrastructure,Mid,79.6600,0.0005,0.0023,0.0191,0.2914,0.2773,2026-02-13
FLR,Fluor Corporation,50.1000,Industrials,Engineering & Construction,Mid,45.4800,-0.0574,0.0470,0.0567,0.0860,0.0122,2026-02-13
GLNG,Golar LNG Limited,50.0000,Energy,Oil & Gas Midstream,Mid,43.4400,0.0060,0.0989,0.1528,0.0882,0.0882,2026-02-13
CCS,"Century Communities, Inc.",49.9000,Real Estate,Real Estate - Development,Mid,74.8400,0.0717,0.0826,0.2757,0.1538,0.0623,2026-02-13
DX,"Dynex Capital, Inc.",49.9000,Real Estate,REIT - Mortgage,Mid,14.0500,0.0093,-0.0031,0.0678,0.2065,0.2197,2026-02-13
ENPH,"Enphase Energy, Inc.",49.9000,Technology,Solar,Mid,43.4900,-0.1354,0.2299,0.5043,0.2483,-0.3052,2026-02-13
CFLT,"Confluent, Inc.",49.9000,Technology,Software - Infrastructure,Large,30.5600,-0.0007,0.0010,0.3060,0.7178,-0.1565,2026-02-13
DE,Deere & Company,49.7000,Industrials,Farm & Heavy Construction Machinery,Large,602.9200,0.0295,0.1706,0.2780,0.2421,0.3109,2026-02-13
COKE,"Coca-Cola Consolidated, Inc.",49.7000,Consumer Defensive,Beverages - Non-Alcoholic,Large,161.9100,0.0507,0.0751,0.0044,0.4374,0.1187,2026-02-13
FLG,"Flagstar Bank, N.A.",49.5000,Financial Services,Banks - Regional,Mid,14.1800,-0.0014,0.0916,0.2819,0.1895,0.1372,2026-02-13
CE,Celanese Corporation,49.3000,Basic Materials,Chemicals,Mid,58.8500,0.0694,0.2484,0.4724,0.3863,-0.0966,2026-02-13
ABBV,AbbVie Inc.,49.1000,Healthcare,Drug Manufacturers - General,Mega,231.5000,0.0369,0.0766,0.0046,0.1372,0.2368,2026-02-13
GFS,GlobalFoundries Inc.,48.8000,Technology,Semiconductors,Large,48.9900,0.1256,0.1796,0.4972,0.4814,0.1441,2026-02-13
GHC,Graham Holdings Company,48.6000,Consumer Defensive,Education & Training Services,Mid,1057.6801,-0.0545,-0.0782,-0.0065,-0.0035,0.1147,2026-02-13
ASB,Associated Banc-Corp,48.6000,Financial Services,Banks - Regional,Mid,27.8500,-0.0475,0.0431,0.1074,0.1408,0.1551,2026-02-13
BIPC,Brookfield Infrastructure Corpo,48.6000,Utilities,Utilities - Regulated Gas,Mid,49.5600,-0.0068,0.1102,0.0914,0.3059,0.2301,2026-02-13
CBOE,"Cboe Global Markets, Inc.",48.5000,Financial Services,Financial Data & Stock Exchanges,Large,275.1100,-0.0205,0.0158,0.0583,0.1110,0.3289,2026-02-13
CATY,Cathay General Bancorp,48.3000,Financial Services,Banks - Regional,Mid,53.3300,-0.0164,0.0496,0.1432,0.1432,0.1785,2026-02-13
CSW,"CSW Industrials, Inc.",48.2000,Industrials,Specialty Industrial Machinery,Mid,309.4800,0.0228,-0.0582,0.2567,0.1948,-0.0212,2026-02-13
AMGN,Amgen Inc.,48.2000,Healthcare,Drug Manufacturers - General,Large,369.1900,-0.0108,0.1264,0.1143,0.2731,0.2926,2026-02-13
FULT,Fulton Financial Corporation,48.1000,Financial Services,Banks - Regional,Mid,22.0300,-0.0304,0.0922,0.2603,0.2135,0.1103,2026-02-13
ACT,"Enact Holdings, Inc.",48.0000,Financial Services,Insurance - Specialty,Mid,43.2900,0.0212,0.1198,0.1577,0.1692,0.3216,2026-02-13
BKH,Black Hills Corporation,48.0000,Utilities,Utilities - Regulated Gas,Mid,74.0500,0.0360,0.0124,0.0636,0.2269,0.2827,2026-02-13
DRI,"Darden Restaurants, Inc.",47.9000,Consumer Cyclical,Restaurants,Large,211.5000,-0.0299,-0.0132,0.2147,0.0360,0.1261,2026-02-13
CHEF,"The Chefs' Warehouse, Inc.",47.8000,Consumer Defensive,Food Distribution,Mid,68.4400,0.0232,0.0603,0.1503,0.1119,0.0833,2026-02-13
AOS,A.O. Smith Corporation,47.6000,Industrials,Specialty Industrial Machinery,Large,80.4600,0.0175,0.1232,0.2235,0.1258,0.2440,2026-02-13
ETSY,"Etsy, Inc.",47.4000,Consumer Cyclical,Internet Retail,Mid,45.7300,-0.1701,-0.2813,-0.2180,-0.3116,-0.1734,2026-02-13
BYD,Boyd Gaming Corporation,47.2000,Consumer Cyclical,Resorts & Casinos,Mid,81.9900,-0.0099,-0.0845,0.0168,-0.0046,0.0601,2026-02-13
DOV,Dover Corporation,47.1000,Industrials,Specialty Industrial Machinery,Large,231.6300,0.0295,0.1252,0.2765,0.3195,0.1556,2026-02-13
AROC,"Archrock, Inc.",46.7000,Energy,Oil & Gas Equipment & Services,Mid,32.6600,0.0165,0.2561,0.3987,0.3896,0.2235,2026-02-13
AM,Antero Midstream Corporation,46.6000,Energy,Oil & Gas Midstream,Large,21.4500,0.0866,0.2169,0.2115,0.2273,0.3423,2026-02-13
ALK,"Alaska Air Group, Inc.",46.6000,Industrials,Airlines,Mid,55.2700,-0.0820,0.1130,0.3054,-0.0364,-0.2381,2026-02-13
CNC,Centene Corporation,46.5000,Healthcare,Healthcare Plans,Large,40.5800,0.0668,-0.1415,0.1244,0.4244,-0.2857,2026-02-13
GATX,GATX Corporation,46.2000,Industrials,Rental & Leasing Services,Mid,192.0600,0.0155,0.0850,0.2329,0.2369,0.1787,2026-02-13
FUL,H. B. Fuller Company,45.9000,Basic Materials,Specialty Chemicals,Mid,67.4900,0.0294,0.0668,0.1558,0.1531,0.1335,2026-02-13
GBCI,"Glacier Bancorp, Inc.",45.9000,Financial Services,Banks - Regional,Mid,51.2900,-0.0361,0.0599,0.2219,0.1460,0.0479,2026-02-13
AEP,American Electric Power Company,45.9000,Utilities,Utilities - Regulated Electric,Large,129.9400,0.0815,0.0969,0.0781,0.1787,0.3296,2026-02-13
CWAN,"Clearwater Analytics Holdings, ",45.8000,Technology,Software - Application,Mid,23.1500,-0.0281,-0.0430,0.2133,0.2032,-0.1658,2026-02-13
AN,"AutoNation, Inc.",45.5000,Consumer Cyclical,Auto & Truck Dealerships,Mid,201.7600,-0.0412,-0.0587,0.0251,-0.0214,0.0509,2026-02-13
APAM,Artisan Partners Asset Manageme,45.4000,Financial Services,Asset Management,Mid,42.5900,-0.0443,-0.0055,0.0374,-0.0279,0.0824,2026-02-13
FE,FirstEnergy Corp.,45.4000,Utilities,Utilities - Regulated Electric,Large,50.1000,0.0701,0.0861,0.1065,0.1749,0.2951,2026-02-13
GRMN,Garmin Ltd.,45.3000,Technology,Scientific & Technical Instruments,Large,214.7400,0.0423,0.0101,0.1056,-0.0683,0.0380,2026-02-13
A,"Agilent Technologies, Inc.",45.1000,Healthcare,Diagnostics & Research,Large,125.8100,-0.0133,-0.1313,-0.1420,0.0595,-0.0706,2026-02-13
BMY,Bristol-Myers Squibb Company,44.8000,Healthcare,Drug Manufacturers - General,Large,60.7400,-0.0005,0.0728,0.2638,0.2862,0.1400,2026-02-13
COP,ConocoPhillips,44.7000,Energy,Oil & Gas E&P,Large,111.4300,0.0251,0.1264,0.2577,0.1895,0.1897,2026-02-13
ATGE,Adtalem Global Education Inc.,44.7000,Consumer Defensive,Education & Training Services,Mid,95.5200,-0.0692,-0.1863,-0.0077,-0.2584,-0.0755,2026-02-13
DECK,Deckers Outdoor Corporation,44.6000,Consumer Cyclical,Footwear & Accessories,Large,115.7300,0.0107,0.1228,0.3927,0.1240,-0.2680,2026-02-13
CINF,Cincinnati Financial Corporatio,44.6000,Financial Services,Insurance - Property & Casualty,Large,162.7700,-0.0352,-0.0037,-0.0144,0.0892,0.2138,2026-02-13
AYI,Acuity Inc.,44.6000,Industrials,Electrical Equipment & Parts,Mid,305.5000,-0.0765,-0.0471,-0.1351,-0.0254,-0.0586,2026-02-13
FBP,First BanCorp. New,44.6000,Financial Services,Banks - Regional,Mid,22.4300,-0.0315,0.0462,0.1038,0.0691,0.1257,2026-02-13
CVX,Chevron Corporation,44.6000,Energy,Oil & Gas Integrated,Mega,183.7400,0.0062,0.1058,0.1942,0.2000,0.2334,2026-02-13
AKAM,"Akamai Technologies, Inc.",44.5000,Technology,Software - Infrastructure,Large,111.7600,0.1799,0.2210,0.2604,0.5017,0.1214,2026-02-13
BUSE,First Busey Corporation,44.2000,Financial Services,Banks - Regional,Mid,26.5500,-0.0314,0.0789,0.1656,0.1667,0.1074,2026-02-13
DOW,Dow Inc.,44.1000,Basic Materials,Chemicals,Large,32.4900,0.0128,0.1628,0.4268,0.4319,-0.0892,2026-02-13
AAON,"AAON, Inc.",44.1000,Industrials,Building Products & Equipment,Mid,101.0400,0.0226,0.1222,0.0628,0.2731,-0.1006,2026-02-13
CAVA,"CAVA Group, Inc.",44.0000,Consumer Cyclical,Restaurants,Mid,63.5000,-0.1239,-0.1181,0.3174,-0.0916,-0.5134,2026-02-13
CNH,CNH Industrial N.V.,43.9000,Industrials,Farm & Heavy Construction Machinery,Large,12.7500,0.0307,0.1784,0.2624,0.0459,0.0424,2026-02-13
DHR,Danaher Corporation,43.7000,Healthcare,Diagnostics & Research,Large,212.5800,-0.0188,-0.1138,-0.0376,0.0110,0.0507,2026-02-13
DLR,"Digital Realty Trust, Inc.",43.5000,Real Estate,REIT - Specialty,Large,180.9700,0.0514,0.1270,0.1537,0.1007,0.1319,2026-02-13
ETR,Entergy Corporation,43.5000,Utilities,Utilities - Regulated Electric,Large,105.0700,0.0705,0.1055,0.1201,0.1946,0.2967,2026-02-13
FANG,"Diamondback Energy, Inc.",43.4000,Energy,Oil & Gas E&P,Large,169.1400,0.0192,0.1215,0.1715,0.2146,0.1138,2026-02-13
BRKR,Bruker Corporation,43.3000,Healthcare,Medical Devices,Mid,36.5100,-0.1328,-0.2618,-0.1254,0.0920,-0.2827,2026-02-13
FCNCA,"First Citizens BancShares, Inc.",43.0000,Financial Services,Banks - Regional,Large,2005.8700,-0.0690,-0.0714,0.1003,0.0741,-0.0441,2026-02-13
EVRG,"Evergy, Inc.",42.9000,Utilities,Utilities - Regulated Electric,Large,82.6900,0.0718,0.0912,0.0932,0.1707,0.2852,2026-02-13
GKOS,Glaukos Corporation,42.9000,Healthcare,Medical Devices,Mid,109.4700,-0.0335,-0.0438,0.1924,0.2182,-0.2522,2026-02-13
ATKR,Atkore Inc.,42.8000,Industrials,Electrical Equipment & Parts,Mid,66.6600,0.0020,-0.0590,0.0335,0.1646,-0.0278,2026-02-13
D,"Dominion Energy, Inc.",42.7000,Utilities,Utilities - Regulated Electric,Large,66.5100,0.0665,0.1023,0.1050,0.1128,0.2287,2026-02-13
CDP,COPT Defense Properties,42.6000,Real Estate,REIT - Office,Mid,31.5400,-0.0104,0.0447,0.1059,0.1565,0.1830,2026-02-13
CASH,"Pathward Financial, Inc.",42.5000,Financial Services,Banks - Regional,Mid,92.4500,-0.0158,0.2075,0.3455,0.2294,0.1551,2026-02-13
FFBC,First Financial Bancorp.,42.4000,Financial Services,Banks - Regional,Mid,30.3100,-0.0273,0.1305,0.2657,0.2534,0.1220,2026-02-13
ASH,Ashland Inc.,42.3000,Basic Materials,Specialty Chemicals,Mid,60.9300,-0.0210,-0.0505,0.1565,0.1488,-0.0337,2026-02-13
DORM,"Dorman Products, Inc.",42.2000,Consumer Cyclical,Auto Parts,Mid,131.1700,0.0086,0.0185,-0.0246,-0.1398,0.0431,2026-02-13
DGX,Quest Diagnostics Incorporated,42.2000,Healthcare,Diagnostics & Research,Large,206.8700,0.0817,0.0873,0.1079,0.1611,0.2489,2026-02-13
CNP,"CenterPoint Energy, Inc (Holdin",42.2000,Utilities,Utilities - Regulated Electric,Large,42.5200,0.0564,0.0817,0.0803,0.1281,0.3026,2026-02-13
BIO,"Bio-Rad Laboratories, Inc.",41.8000,Healthcare,Medical Devices,Mid,256.5600,-0.1300,-0.2034,-0.1904,-0.1019,-0.1626,2026-02-13
AIT,Applied Industrial Technologies,41.7000,Industrials,Industrial Distribution,Large,279.8400,-0.0074,-0.0075,0.1195,0.1014,0.0732,2026-02-13
FR,"First Industrial Realty Trust, ",41.7000,Real Estate,REIT - Industrial,Mid,58.9200,-0.0117,-0.0066,0.0591,0.2248,0.0913,2026-02-13
BRSL,Brightstar Lottery PLC Trading ,41.7000,Consumer Cyclical,Gambling,Mid,13.4500,-0.0575,-0.0794,-0.1786,-0.1192,-0.0095,2026-02-13
DRVN,Driven Brands Holdings Inc.,41.6000,Consumer Cyclical,Auto & Truck Dealerships,Mid,16.8400,0.0042,0.0774,0.1776,0.0048,0.0350,2026-02-13
BILL,"BILL Holdings, Inc.",41.5000,Technology,Software - Application,Mid,46.9900,-0.0743,-0.0261,-0.0623,0.1620,-0.2282,2026-02-13
EHC,Encompass Health Corporation,41.4000,Healthcare,Medical Care Facilities,Large,110.1400,0.0375,0.0714,-0.0345,-0.0821,0.1069,2026-02-13
DIS,Walt Disney Company (The),41.4000,Communication Services,Entertainment,Large,105.4500,-0.0157,-0.0702,-0.0134,-0.0800,-0.0271,2026-02-13
BOH,Bank of Hawaii Corporation,41.4000,Financial Services,Banks - Regional,Mid,78.2000,-0.0116,0.0882,0.1977,0.2219,0.1214,2026-02-13
ALGN,"Align Technology, Inc.",41.2000,Healthcare,Medical Instruments & Supplies,Large,186.7700,-0.0298,0.0892,0.3396,0.3113,-0.0884,2026-02-13
CBT,Cabot Corporation,41.2000,Basic Materials,Specialty Chemicals,Mid,76.1900,0.0215,0.0358,0.2332,-0.0127,-0.0913,2026-02-13
CPAY,"Corpay, Inc.",41.1000,Technology,Software - Infrastructure,Large,337.1200,-0.0528,0.0192,0.1907,0.0613,-0.0849,2026-02-13
GNTX,Gentex Corporation,41.0000,Consumer Cyclical,Auto Parts,Mid,24.8900,0.0484,0.0371,0.0744,-0.0807,0.0429,2026-02-13
CXT,"Crane NXT, Co.",40.9000,Industrials,Specialty Industrial Machinery,Mid,52.7600,-0.0407,0.0199,-0.1205,-0.1103,-0.0761,2026-02-13
APLS,"Apellis Pharmaceuticals, Inc.",40.9000,Healthcare,Biotechnology,Mid,21.7000,-0.0495,0.0570,0.0954,-0.2180,-0.2098,2026-02-13
ADMA,ADMA Biologics Inc,40.6000,Healthcare,Biotechnology,Mid,16.0900,-0.0171,-0.0806,0.0248,-0.0530,0.0006,2026-02-13
GL,Globe Life Inc.,40.5000,Financial Services,Insurance - Life,Large,144.2500,0.0200,0.0317,0.0854,0.0693,0.1772,2026-02-13
GPOR,Gulfport Energy Corporation,40.4000,Energy,Oil & Gas E&P,Mid,203.9700,-0.0158,0.1465,-0.0344,0.2172,0.1083,2026-02-13
ECL,Ecolab Inc.,40.2000,Basic Materials,Specialty Chemicals,Large,299.1700,0.0382,0.0772,0.1452,0.0709,0.1385,2026-02-13
DNOW,DNOW Inc.,40.1000,Industrials,Industrial Distribution,Mid,16.4300,-0.0261,0.1457,0.3071,0.1339,-0.0324,2026-02-13
CARR,Carrier Global Corporation,40.0000,Industrials,Building Products & Equipment,Large,65.4000,0.0012,0.1824,0.1907,0.0082,0.0420,2026-02-13
AZO,"AutoZone, Inc.",39.9000,Consumer Cyclical,Auto Parts,Large,3858.1599,0.0616,0.1133,0.0102,-0.0371,0.1120,2026-02-13
BCPC,Balchem Corporation,39.9000,Basic Materials,Specialty Chemicals,Mid,180.8100,0.0495,0.0892,0.1588,0.1341,0.1151,2026-02-13
AIZ,"Assurant, Inc.",39.7000,Financial Services,Insurance - Property & Casualty,Large,217.4800,-0.0758,-0.0841,-0.0384,0.0312,0.0576,2026-02-13
DVA,DaVita Inc.,39.7000,Healthcare,Medical Care Facilities,Mid,148.9500,0.0822,0.4073,0.2105,0.1002,-0.1588,2026-02-13
BBT,Beacon Financial Corporation,39.7000,Financial Services,Banks - Regional,Mid,30.6800,-0.0190,0.1321,0.2339,0.2428,0.0826,2026-02-13
AMZN,"Amazon.com, Inc.",39.7000,Consumer Cyclical,Internet Retail,Mega,198.7900,-0.0476,-0.1654,-0.1633,-0.1395,-0.1371,2026-02-13
CBU,"Community Financial System, Inc",39.4000,Financial Services,Banks - Regional,Mid,66.3400,-0.0064,0.0575,0.1882,0.1944,0.0506,2026-02-13
CRGY,Crescent Energy Company,39.3000,Energy,Oil & Gas E&P,Mid,10.2300,-0.0068,0.2193,0.1314,0.1143,-0.2590,2026-02-13
CCI,Crown Castle Inc.,39.2000,Real Estate,REIT - Specialty,Large,90.3800,0.0879,-0.0003,0.0093,-0.0906,0.0575,2026-02-13
BX,Blackstone Inc.,38.9000,Financial Services,Asset Management,Large,129.8600,-0.0119,-0.1831,-0.0585,-0.2277,-0.1633,2026-02-13
FFIV,"F5, Inc.",38.7000,Technology,Software - Infrastructure,Large,273.9300,-0.0173,-0.0002,0.1468,-0.1313,-0.1176,2026-02-13
ATO,Atmos Energy Corporation,38.5000,Utilities,Utilities - Regulated Gas,Large,179.2500,0.0454,0.0527,0.0130,0.0958,0.2386,2026-02-13
CON,Concentra Group Holdings Parent,38.5000,Healthcare,Medical Care Facilities,Mid,23.5400,0.0173,0.0908,0.1956,0.0188,0.0431,2026-02-13
DXCM,"DexCom, Inc.",38.4000,Healthcare,Medical Devices,Large,70.0200,-0.0020,0.0113,0.1725,-0.1350,-0.1673,2026-02-13
CWST,"Casella Waste Systems, Inc.",38.4000,Industrials,Waste Management,Mid,103.7200,0.0005,-0.0102,0.1738,0.0441,-0.0286,2026-02-13
CHRD,Chord Energy Corporation,38.3000,Energy,Oil & Gas E&P,Mid,102.0200,-0.0031,0.1096,0.1404,0.0264,-0.0234,2026-02-13
EMN,Eastman Chemical Company,38.2000,Basic Materials,Specialty Chemicals,Mid,80.0800,0.0217,0.1403,0.2935,0.2529,-0.1752,2026-02-13
FHB,"First Hawaiian, Inc.",38.2000,Financial Services,Banks - Regional,Mid,26.3000,-0.0234,-0.0121,0.0933,0.1078,0.0107,2026-02-13
CHH,"Choice Hotels International, In",38.2000,Consumer Cyclical,Lodging,Mid,110.0400,0.0213,0.0086,0.1565,-0.0927,-0.2434,2026-02-13
ELV,"Elevance Health, Inc.",38.0000,Healthcare,Healthcare Plans,Large,346.8000,0.0589,-0.0920,0.0619,0.1322,-0.0973,2026-02-13
BAM,Brookfield Asset Management Inc,38.0000,Financial Services,Asset Management,Large,52.6500,0.0227,0.0117,0.0236,-0.1291,-0.0563,2026-02-13
CFR,"Cullen/Frost Bankers, Inc.",37.6000,Financial Services,Banks - Regional,Mid,144.4800,-0.0178,0.0385,0.1830,0.1825,0.0360,2026-02-13
EQT,EQT Corporation,37.5000,Energy,Oil & Gas E&P,Large,58.7000,0.0458,0.1759,-0.0257,0.1140,0.1236,2026-02-13
ARES,Ares Management Corporation,37.5000,Financial Services,Asset Management,Large,133.8800,-0.0246,-0.2105,-0.0924,-0.2779,-0.2539,2026-02-13
CMCSA,Comcast Corporation,37.4000,Communication Services,Telecom Services,Large,31.5700,-0.0013,0.1136,0.2185,0.0297,-0.0087,2026-02-13
EGP,"EastGroup Properties, Inc.",37.4000,Real Estate,REIT - Industrial,Large,190.9200,0.0023,0.0239,0.0856,0.1927,0.0949,2026-02-13
CTRA,Coterra Energy Inc.,37.3000,Energy,Oil & Gas E&P,Large,31.3700,0.0282,0.2192,0.2140,0.3165,0.1770,2026-02-13
CHTR,"Charter Communications, Inc.",36.8000,Communication Services,Telecom Services,Large,239.0900,0.0035,0.2286,0.1674,-0.1072,-0.3373,2026-02-13
BCC,"Boise Cascade, L.L.C.",36.7000,Basic Materials,Lumber & Wood Production,Mid,86.5000,-0.0283,0.0027,0.2540,0.0114,-0.2757,2026-02-13
BLDR,"Builders FirstSource, Inc.",36.6000,Industrials,Building Products & Equipment,Large,114.7300,-0.0770,-0.1103,0.1043,-0.1618,-0.2477,2026-02-13
AXON,"Axon Enterprise, Inc.",36.3000,Industrials,Aerospace & Defense,Large,429.6700,-0.0095,-0.3257,-0.2290,-0.4303,-0.3536,2026-02-13
FND,"Floor & Decor Holdings, Inc.",36.3000,Consumer Cyclical,Home Improvement Retail,Mid,70.2000,0.0308,-0.0704,0.1465,-0.1586,-0.2828,2026-02-13
FRPT,"Freshpet, Inc.",36.3000,Consumer Defensive,Packaged Foods,Mid,67.7200,-0.0315,0.0705,0.2672,0.1058,-0.4842,2026-02-13
